,acc,loss,val_acc,val_loss
0,0.142109375,2.2921345478296278,0.27609375,2.014308853149414
1,0.39765625,1.7711965781450272,0.451640625,1.6188565397262573
2,0.492890625,1.4953805369138717,0.523046875,1.4003622663021087
3,0.57234375,1.2770609471201897,0.580625,1.241358080804348
4,0.623046875,1.1402196916937828,0.6375,1.0928207325935364
5,0.6609375,1.0383676972985267,0.656015625,1.0322036999464035
6,0.67359375,0.9897076570987702,0.683984375,0.9521289563179016
7,0.706953125,0.8884942507743836,0.70609375,0.9053939822316169
8,0.717421875,0.8629325988888741,0.7225,0.8605476751923561
9,0.73015625,0.8137930078804493,0.72578125,0.8399058941006661
10,0.742734375,0.7848344783484936,0.742265625,0.8013891634345055
11,0.742734375,0.7759039783477784,0.72921875,0.8240334521234035
12,0.758125,0.7532713751494885,0.758828125,0.7474529315531254
13,0.76078125,0.7275068461894989,0.75765625,0.7641677357256412
14,0.7771875,0.692975155711174,0.76234375,0.72257115021348
15,0.778125,0.6793409949541092,0.779921875,0.6785824091732502
16,0.78328125,0.6560308417677879,0.776875,0.6991663879156113
17,0.788515625,0.6476553198695183,0.78578125,0.6807843637466431
18,0.787734375,0.6516851583123207,0.789765625,0.6579185532033444
19,0.7971875,0.6187289048731327,0.789375,0.6575515159964561
20,0.793125,0.6209869807958603,0.79078125,0.6536095254123211
21,0.797890625,0.6123170703649521,0.799375,0.6392677529156208
22,0.803828125,0.5997082355618477,0.80390625,0.6160071134567261
23,0.8115625,0.584150452464819,0.803125,0.617686053365469
24,0.809765625,0.5896314010024071,0.80125,0.6230608485639095
25,0.818671875,0.5514742033183575,0.807890625,0.6049359352886676
26,0.81875,0.5551735958456994,0.813984375,0.5857431307435036
27,0.81578125,0.5611371602863073,0.798671875,0.6269911152124404
28,0.815390625,0.5647589607536793,0.8165625,0.5749052967131137
29,0.824765625,0.541430214047432,0.815,0.588594994097948
30,0.8228125,0.5405488555133343,0.81609375,0.5763390903174878
31,0.82390625,0.5417299099266529,0.81671875,0.5655812641978264
32,0.8303125,0.5156408214569091,0.81953125,0.5842547981441021
33,0.83125,0.5156422258913517,0.82015625,0.5610324454307556
34,0.83140625,0.5216867729276419,0.81765625,0.5717575931549073
35,0.83421875,0.5013456140458584,0.824921875,0.5471664056926966
36,0.827421875,0.5202041295915842,0.816171875,0.570018542855978
37,0.8290625,0.528199028968811,0.828515625,0.547718695551157
38,0.837734375,0.5006502971053124,0.822578125,0.5579147653281689
39,0.84,0.49723754279315474,0.826953125,0.5406876039505005
40,0.8378125,0.5092438839375972,0.83578125,0.5118089537322521
41,0.84265625,0.4814869326353073,0.8259375,0.5382954438030719
42,0.844296875,0.48710293918848035,0.8271875,0.5377218155562877
43,0.841640625,0.47728462107479575,0.83953125,0.5070981552451849
44,0.840703125,0.4928750891238451,0.835546875,0.5204147619754076
45,0.841484375,0.48238707944750786,0.819921875,0.5713296645879745
46,0.8446875,0.47963326968252656,0.83765625,0.5051386998593808
47,0.8421875,0.47419391669332983,0.83328125,0.5184169538319111
48,0.852421875,0.4486687352508307,0.833046875,0.5229983628541232
49,0.8540625,0.44141209743916987,0.837890625,0.5071671039611101
50,0.85015625,0.45636955663561823,0.8303125,0.5596748279035091
51,0.84953125,0.4661250539124012,0.83625,0.5294585291296243
52,0.85,0.4670074354112148,0.836640625,0.5033269069343805
53,0.850859375,0.4574555967003107,0.834140625,0.520042920410633
54,0.849375,0.45910113617777826,0.839765625,0.5009272047132254
55,0.850625,0.46217464104294775,0.834375,0.5095780903100967
56,0.85015625,0.45272651091217997,0.83734375,0.5012607660144568
57,0.851171875,0.4530990198254585,0.8390625,0.5078933901339769
58,0.85734375,0.44244913436472416,0.843984375,0.4818451706320047
59,0.853203125,0.44687102116644384,0.84265625,0.49262847848236563
60,0.858359375,0.4386511364579201,0.8496875,0.47217557199299337
61,0.85984375,0.4286604237556457,0.84,0.5030451161414384
62,0.855390625,0.4414130456000567,0.83828125,0.4938801430165768
63,0.855234375,0.43597481690347195,0.855859375,0.4502149058878422
64,0.858203125,0.4218947340548038,0.849765625,0.47848845675587653
65,0.85625,0.4368537583947182,0.84265625,0.4897993583232164
66,0.860703125,0.42226702846586706,0.84640625,0.4788703403621912
67,0.8625,0.425959818251431,0.844296875,0.48054398432374
68,0.86140625,0.42728126294910906,0.844765625,0.4926322691142559
69,0.86203125,0.4236909305304289,0.846640625,0.47000147379934787
70,0.85984375,0.4260664051771164,0.83578125,0.5139297965168953
71,0.86,0.4171218380331993,0.845234375,0.4840216348320246
72,0.863359375,0.4159344498813152,0.852265625,0.4628820250928402
73,0.865390625,0.4075677442550659,0.845390625,0.47752206310629847
74,0.86078125,0.42821962863206864,0.850703125,0.46801260218024254
75,0.85625,0.4273720935732126,0.843046875,0.4849382770806551
76,0.868359375,0.40048359856009486,0.84,0.4844325169920921
77,0.863515625,0.4154766920208931,0.852734375,0.46764880053699015
78,0.861015625,0.4116742818802595,0.848359375,0.4849342680722475
79,0.863515625,0.4169837748259306,0.853671875,0.4594182486087084
80,0.865,0.41789469502866267,0.842109375,0.4805197039246559
81,0.86828125,0.39671682581305506,0.848203125,0.47145993538200853
82,0.86984375,0.40096964471042157,0.8571875,0.46073933944106105
83,0.866796875,0.4089545426517725,0.84546875,0.47763814859092235
84,0.87109375,0.39060811571776866,0.854375,0.45214685834944246
85,0.868671875,0.39942109286785127,0.852578125,0.47399938680231574
86,0.86640625,0.3966163580864668,0.848984375,0.4833952923119068
87,0.86234375,0.40777613006532193,0.846328125,0.49438196018338204
88,0.86953125,0.40094898000359536,0.84984375,0.46254389397799966
89,0.87125,0.4025814086198807,0.851640625,0.4632287133485079
90,0.86640625,0.4006976100802422,0.853125,0.466554232314229
91,0.86796875,0.3992880120873451,0.85140625,0.46431401774287223
92,0.872421875,0.39338752187788484,0.85390625,0.4600647019594908
93,0.872421875,0.39398247122764585,0.849609375,0.46156980127096175
94,0.8675,0.40287124082446096,0.85078125,0.4689464294165373
